gstin,years_old,annual_turnover,industry_encoded,state_encoded,size_encoded,companies_same_address,turnover_per_year,new_high_turnover,filing_rate,missing_returns,avg_delay_days,max_delay_days,late_filings_count,very_late_filings,max_consecutive_miss,delay_std,compliance_trend,total_itc_claimed,total_tax_collected,total_tax_paid,avg_itc_ratio,max_itc_ratio,itc_exceeds_tax,itc_volatility,itc_trend,net_tax_ratio,total_outward_supply,avg_monthly_sales,max_monthly_sales,min_monthly_sales,sales_volatility,spike_ratio,max_mom_jump,zero_sales_months,max_acceleration,seasonal_std,invoices_issued,invoices_received,total_issued_amt,total_received_amt,invoice_match_rate,unique_buyers,unique_suppliers,top_buyer_share,amount_imbalance,avg_invoice_size,is_fraud,fraud_type
29IZUFV5582Y3ZA,5,5861939111.77,9,25,0,2,976989851.96,0,0.9444,1,7.33,59,6,2,1,16.64,0.0833,1303478466.6,1676116388.3,372637921.69,0.7731,0.8972,0,0.5774,0.2197,0.2223,10516948472.84,618644027.81,850195680.47,387789027.58,0.2646,0.8737,1.0446,0,852634202.19,90039028.98,40,33,109978490.54,89847792.61,0.9,39,33,0.0441,-0.1007,2749462.26,0,none
06CWDJU5021N9ZH,16,19377870.74,6,5,2,3,1139874.75,0,0.9444,1,7.0,58,7,2,1,16.41,0.0833,3165235.65,4315698.79,1150463.14,0.7492,0.8824,0,0.5802,0.4687,0.2666,32189103.78,1893476.69,2669131.36,997108.79,0.2573,1.2677,0.9178,0,1955775.86,270322.1,52,41,144984873.47,105754865.59,0.8269,52,40,0.0344,-0.1565,2788170.64,0,none
04LFPSX6360P7Z1,16,471384212.89,14,3,1,3,27728483.11,0,0.8889,2,7.33,45,6,2,1,14.05,0.1667,81419772.73,110344476.24,28924703.5,0.7322,0.8406,0,0.692,1.0574,0.2621,734071871.95,45879492.0,70071529.21,26414123.41,0.3161,1.2564,0.8787,0,48008414.52,10850607.5,44,32,106301946.83,85551776.24,0.8636,44,32,0.0468,-0.1082,2415953.34,0,none
03IDDQP7352Q7ZG,21,780514593.6,14,2,1,4,35477936.07,0,0.8333,3,0.22,4,1,0,2,0.94,-0.25,332140747.41,230873227.17,0.0,1.4649,1.6711,15,0.424,0.5881,0.0,1268244294.86,84549619.66,116314189.78,47656027.12,0.2541,1.2602,0.9843,0,93528687.14,5709184.14,40,36,87474952.41,87497730.94,0.9,39,36,0.0861,0.0001,2186873.81,1,fake_itc
33FLFIL4046L3Z4,3,138568596.62,6,27,1,5,34642149.16,0,0.9444,1,1.89,9,6,0,1,3.01,-0.1667,27126858.09,34288950.56,7162092.48,0.7847,0.8943,0,0.4355,-0.4581,0.2089,240337974.73,14137527.93,20578099.11,7424176.7,0.2258,0.6094,0.438,0,11613680.08,1705672.15,45,37,111217482.55,67589585.96,0.9556,45,37,0.0437,-0.244,2471499.61,0,none
24TVOPO3136Y7ZD,20,6972827.16,16,23,2,7,332039.39,0,0.9444,1,0.67,6,3,0,1,1.68,-0.1667,9231117.78,107690.64,550362.44,86.7095,103.4876,17,0.5239,0.2539,5.1105,615466.85,36203.93,50745.49,17579.04,0.2925,1.0755,1.595,0,61205.9,3397.61,40,58,104304162.41,140872304.26,0.9,40,58,0.0476,0.1492,2607604.06,1,shell_company
07EMWJO1224R9ZB,1,35729541.1,9,6,2,1,17864770.55,0,0.8889,2,5.67,51,6,1,1,12.9,-0.0833,35973063.23,440034.33,2593751.12,81.2934,90.6536,16,0.5612,-0.4043,5.8944,2922741.84,182671.36,244908.53,99833.57,0.2431,0.8099,0.888,0,171213.5,30273.51,40,39,103646760.27,96970849.0,0.9,40,39,0.048,-0.0333,2591169.01,1,shell_company
37IAWOK1607G7Z0,11,16958593.75,2,29,2,2,1413216.15,0,1.0,0,3.94,21,9,0,0,6.06,0.0,3646692.04,4702083.31,1055391.24,0.7611,0.8862,0,0.5492,0.9854,0.2245,29387238.02,1632624.33,2513529.94,912749.85,0.2897,1.4013,0.9977,0,2068205.0,165754.76,47,40,118874684.02,81554344.45,0.8511,47,40,0.0401,-0.1862,2529248.6,0,none
27YPWET0044T8Z0,7,158126632.7,9,24,1,2,19765829.09,0,0.8889,2,1.11,9,4,0,1,2.63,-0.0833,23688679.11,32916451.25,9227772.14,0.7269,0.8869,0,0.6435,0.5807,0.2803,229943343.89,14371458.99,22311627.93,9272707.85,0.3305,0.9389,1.2595,0,24363913.37,1538998.52,33,34,75062026.16,81634627.55,0.8788,33,33,0.0608,0.0419,2274606.85,0,none
04HRMRB3503G3ZQ,11,25874495.77,16,3,2,3,2156207.98,0,0.9444,1,1.39,9,4,0,1,3.07,0.0833,5486140.74,7390217.16,1904076.43,0.7376,0.8907,0,0.5542,-0.0124,0.2576,42316190.07,2489187.65,3683647.53,1325929.84,0.3479,0.5518,1.0381,0,3432538.25,448797.62,38,29,109669058.68,75497115.37,0.9211,38,29,0.0437,-0.1845,2886027.86,0,none
06DNFOR3374O2ZU,19,32726800.11,11,5,2,4,1636340.01,0,1.0,0,4.0,34,6,1,0,8.29,0.0,7005231.79,9258243.66,2253011.89,0.7569,0.8998,0,0.4332,0.1413,0.2434,54984374.8,3054687.49,4767064.61,2094526.98,0.279,1.0096,1.0883,0,3110042.13,447499.05,41,43,100493988.34,116996010.48,0.9024,39,42,0.0782,0.0759,2451072.89,0,none
04KZEYL6341N7Z7,13,758514585.14,6,3,1,3,54179613.22,0,0.8333,3,13.28,60,8,5,1,20.42,0.0,125497669.43,162019389.64,36521720.18,0.7623,0.8886,0,0.5071,-0.6447,0.2254,1095531326.63,73035421.78,113398145.85,39846801.92,0.3316,0.7713,1.6283,0,96744408.19,9235459.57,36,44,81315208.8,116373923.91,0.9167,34,44,0.0601,0.1773,2258755.8,0,none
11UBQNF7396E4ZG,9,30915151.29,3,10,2,2,3091515.13,0,1.0,0,2.61,22,5,0,0,5.91,0.0,6741167.14,9168879.8,2427712.66,0.7291,0.8347,0,0.4425,-0.2996,0.2648,54562716.52,3031262.03,3970706.99,1648573.6,0.2302,1.0407,0.7927,0,3156306.32,349659.35,43,54,109887982.64,133988644.12,0.8372,43,54,0.0444,0.0988,2555534.48,0,none
27REUMT7495U6ZU,15,23225987.06,3,24,2,3,1451624.19,0,1.0,0,3.83,39,6,1,0,9.26,0.0,5768546.63,7287055.25,1518508.62,0.7938,0.8993,0,0.5407,0.0331,0.2084,44223498.36,2456861.02,3412798.79,1255901.86,0.26,1.056,1.2,0,2872554.45,383067.34,51,37,124636692.63,88550572.19,0.8235,51,36,0.0399,-0.1693,2443856.72,0,none
29HBNIL0808C9ZY,19,40007254.27,2,25,2,5,2000362.71,0,1.0,0,4.72,28,5,0,0,9.47,0.0,8069294.05,10811868.39,2742574.32,0.7588,0.8952,0,0.4248,0.0214,0.2537,70854655.11,3936369.73,5964758.25,2320088.01,0.2918,1.1375,0.6198,0,3933419.53,484988.91,37,43,86332117.81,106760103.98,0.9189,37,43,0.0574,0.1058,2333300.48,0,none
02LVQIM1018K2Z6,2,23012397.17,8,1,2,6,7670799.06,0,1.0,0,6.67,58,6,1,0,14.8,0.0,4699807.4,6183936.64,1484129.27,0.7561,0.8852,0,0.5884,-0.5673,0.24,38179023.55,2121056.86,3434598.98,1181699.21,0.3375,0.7926,1.3399,0,3622981.17,355207.72,49,38,118146234.14,101733192.37,0.9388,49,37,0.0405,-0.0746,2411147.64,0,none
17NEJHK3576C6ZG,10,42875180.48,13,16,2,3,3897743.68,0,1.0,0,3.11,42,5,1,0,9.9,0.0,7603916.28,10566017.96,2962101.66,0.7211,0.8785,0,0.4457,0.7158,0.2803,61088971.55,3393831.75,5983097.95,2177786.02,0.3407,1.108,1.6398,0,7521879.11,131765.95,41,51,96002546.94,132263531.63,0.8537,41,51,0.0515,0.1589,2341525.54,0,none
37PDCRX3661W2ZT,21,822525544.62,13,29,1,3,37387524.76,0,0.9444,1,1.11,10,3,0,1,3.07,-0.1667,159649982.62,217026667.99,57376685.37,0.7374,0.8849,0,0.6601,-0.5148,0.2644,1306391461.46,76846556.56,109242748.95,44046053.41,0.2983,1.3939,1.1975,0,100437803.17,12059981.19,37,46,78533041.95,121352680.94,0.8649,37,44,0.0636,0.2142,2122514.65,0,none
23VTRNQ4331G6Z5,8,2394506556.5,1,22,0,7,266056284.06,0,1.0,0,5.22,38,7,1,0,10.49,0.0,430287146.77,586966780.91,156679634.14,0.7506,0.8609,0,0.4785,-0.5753,0.2669,3735423661.3,207523536.74,291355652.72,130479111.48,0.2408,0.8559,0.9306,0,234029562.66,22523648.1,45,31,116769967.94,84572236.67,0.8222,45,31,0.0424,-0.1599,2594888.18,0,none
33UNOTN6865E3ZL,24,21721213.35,8,27,2,6,868848.53,0,1.0,0,2.89,37,3,1,0,8.89,0.0,4780800.68,6186970.46,1406169.82,0.7408,0.8988,0,0.8241,-0.4817,0.2273,38594648.05,2144147.11,3240458.05,1103679.4,0.3626,1.1599,1.4186,0,3658050.95,321909.0,44,31,115099468.56,73437147.95,0.8409,44,31,0.0432,-0.221,2615897.01,0,none
24GLHTL5384G6Z2,25,20329876.84,2,23,2,5,781918.34,0,0.9444,1,0.72,7,3,0,1,1.96,0.0833,4062824.13,5313846.35,1251022.2,0.7816,0.8742,0,0.434,0.4913,0.2354,37227816.57,2189871.56,3024760.81,1348310.64,0.2921,0.8766,1.0423,0,3122859.53,285618.94,28,50,68434128.49,114316852.37,0.9643,28,50,0.0728,0.2511,2444076.02,0,none
14ZVUDG6851Q2ZS,25,23567322.58,6,13,2,1,906435.48,0,0.6111,7,6.06,30,8,0,4,9.93,-0.4167,2707741.57,3684861.49,977119.88,0.747,0.8821,0,0.3299,0.903,0.2652,25027868.74,2275260.79,3341700.09,1454185.41,0.2754,1.0367,0.3276,0,869254.9,0.0,38,38,85673250.55,101000250.51,0.9211,37,38,0.0571,0.0821,2254559.22,1,missing_returns
05VCXVX9433M2ZX,1,6755989.97,5,4,2,2,3377994.98,0,0.9444,1,8.61,60,4,3,1,18.98,0.0833,1405890.63,1895836.1,489945.49,0.7413,0.8945,0,0.5297,-0.5512,0.2584,10954604.06,644388.47,982900.65,413785.3,0.3235,0.5995,1.2349,0,1061288.35,122360.95,42,49,104108649.6,124494673.18,0.9048,42,49,0.0467,0.0892,2478777.37,0,none
21IDAXM8746C1ZQ,5,36907269.7,1,20,2,5,6151211.62,0,1.0,0,2.83,22,5,0,0,5.75,0.0,7534168.67,10434114.51,2899945.85,0.724,0.8405,0,0.4462,0.147,0.2779,67609645.82,3756091.43,5131661.5,1874779.72,0.269,0.9017,0.7854,0,4747146.18,566824.96,41,38,106139057.69,96091813.37,0.878,41,38,0.046,-0.0497,2588757.5,0,none
14CHHBK7419T9ZB,19,8891688.33,7,13,2,2,444584.42,0,0.9444,1,4.22,34,4,2,1,10.62,-0.1667,1988215.05,2626964.16,638749.12,0.7773,0.8888,0,0.5593,-0.1392,0.2432,15917128.5,936301.68,1180294.85,479518.48,0.23,0.9164,0.9455,0,1028909.78,169194.57,37,30,100502216.5,82341531.81,0.8919,37,30,0.0464,-0.0993,2716276.12,0,none
01PGKRC9055Q9ZB,16,20570303.43,13,0,2,4,1210017.85,0,0.9444,1,2.17,7,7,0,1,2.87,0.0833,3428733.15,4495353.57,1066620.4,0.7603,0.8992,0,0.5024,0.1058,0.2373,34753533.42,2044325.5,3052253.82,1083191.73,0.2777,0.9875,0.548,0,2042443.0,344118.36,31,28,71582237.48,70752916.43,0.9677,30,28,0.067,-0.0058,2309104.43,0,none
09TJBGR1571L9ZV,25,981778226.5,8,8,1,2,37760701.02,0,1.0,0,5.11,28,5,0,0,9.89,0.0,225665774.65,302633649.77,76967875.1,0.7476,0.8986,0,0.3571,-0.1288,0.2543,1719502737.58,95527929.87,145622189.37,52474028.32,0.2895,1.1313,1.7153,0,158361644.03,14577227.7,40,42,92075597.62,109062805.86,0.9,40,42,0.0527,0.0845,2301889.94,0,none
21EDSYA2783J9ZZ,9,33051223.94,4,20,2,6,3305122.39,0,0.9444,1,1.67,27,3,0,1,6.34,-0.1667,7224650.12,9358123.0,2133472.89,0.7721,0.8867,0,0.5256,0.0088,0.228,57803222.77,3400189.57,4919005.18,2174120.24,0.2418,0.8628,0.6639,0,2954625.57,459659.96,37,36,92024573.05,80557013.41,0.9189,37,36,0.0536,-0.0664,2487150.62,0,none
12WBRHU4449K3Z5,12,5673482681.81,4,11,0,5,436421744.75,0,0.8889,2,4.72,58,6,1,1,13.66,-0.3333,1064317014.96,1480375109.65,416058094.68,0.7117,0.8809,0,0.6009,1.043,0.281,8474738927.49,529671182.97,829316044.59,293809369.57,0.2866,1.7255,1.4686,0,643746001.24,65368038.96,37,35,77886141.23,100931916.25,0.9189,37,35,0.0624,0.1289,2105030.84,0,none
03SCPVO3063T7ZK,12,36887090.99,2,2,2,6,2837468.54,0,0.8889,2,3.78,56,3,1,1,13.18,-0.0833,10416235.88,13618409.99,3202174.12,0.755,0.8887,0,0.5598,-0.2929,0.2351,71944290.8,4496518.18,5478964.13,2236195.4,0.2348,1.2256,0.9597,0,4625042.95,706270.22,44,36,93257528.94,93648512.63,0.8864,44,36,0.0528,0.0021,2119489.29,0,none
12PLQUB6457F1ZJ,2,13327778.26,2,11,2,5,4442592.75,0,0.9444,1,6.33,51,6,2,1,15.37,0.0833,2890013.56,3878593.28,988579.72,0.7476,0.8963,0,0.5074,0.318,0.2549,21781300.78,1281252.99,1965035.01,784103.15,0.2656,0.9328,0.8465,0,1383688.5,254204.41,33,41,80454773.96,110207486.93,0.8788,32,41,0.0984,0.156,2438023.45,0,none
12JYADL3401L7ZU,8,1233220067.78,9,11,0,3,137024451.98,0,1.0,0,6.89,30,10,0,0,9.3,0.0,1140513685.13,356909403.61,0.0,3.18,3.6618,18,0.5376,1.8758,0.0,2167377499.9,120409861.11,184682028.35,66716159.14,0.3615,1.0891,1.3756,0,204244421.71,23193512.38,41,57,107066009.65,139484941.41,0.9268,41,57,0.0453,0.1315,2611366.09,1,fake_itc
16NXDUS2669G2ZI,15,36241754.93,6,15,2,6,2265109.68,0,1.0,0,1.89,10,7,0,0,3.23,0.0,30894490.95,38510250.7,2250841.3,0.7735,0.8716,0,2.0904,20.1254,0.0584,235880476.24,13104470.9,94631019.26,1885591.29,1.9371,17.8985,30.4002,0,97053079.94,310528.34,31,34,96137019.47,110934996.87,0.9355,31,33,0.0796,0.0715,3101194.18,1,sudden_spike
29RVIJB5887W3ZX,8,11647057.82,7,25,2,3,1294117.54,0,0.9444,1,2.72,35,3,1,1,8.39,0.0833,2304036.17,3164169.11,860132.91,0.7387,0.8587,0,0.4485,-0.2025,0.2718,19224305.02,1130841.47,1725610.82,594947.17,0.3297,0.7504,0.9108,0,1076372.68,169287.83,50,30,107924073.95,74705684.81,0.92,50,30,0.0448,-0.1819,2158481.48,0,none
08UAOJU5603W8Z7,25,29595224.41,11,7,2,2,1138277.86,0,0.9444,1,9.11,56,8,2,1,16.68,0.0833,4531140.13,6325912.5,1794772.39,0.7212,0.8351,0,0.6519,-0.642,0.2837,48093964.94,2829056.76,4334116.44,1699714.85,0.3183,0.8687,1.3853,0,4504269.45,277446.2,35,27,89873816.47,69510956.48,0.8286,35,27,0.0535,-0.1278,2567823.33,0,none
11QLRIW7619N9ZD,17,9903539.83,14,10,2,2,550196.66,0,0.9444,1,4.83,52,3,1,1,13.45,0.0833,1933429.16,2689074.91,755645.75,0.7299,0.8832,0,0.588,0.9271,0.281,17337956.48,1019879.79,1480873.33,496625.01,0.3257,0.8548,1.3866,0,1514864.12,135146.19,41,49,107420543.15,135464235.11,0.9268,40,49,0.0464,0.1155,2620013.25,0,none
37SIYXV2651J9ZF,21,47197135.42,7,29,2,4,2145324.34,0,0.9444,1,5.94,53,7,1,1,13.52,0.0833,8658165.86,11406570.17,2748404.31,0.7651,0.8996,0,0.4788,-0.2064,0.2409,73871771.62,4345398.33,6692788.26,2469609.64,0.3752,1.3298,1.2707,0,5419166.12,1230824.05,43,30,106276649.72,74504248.73,0.9302,43,30,0.0455,-0.1758,2471549.99,0,none
06RSPVO8006S5ZN,20,523136157.13,11,5,1,6,24911245.58,0,0.9444,1,0.89,9,3,0,1,2.47,0.0833,106888243.87,140973209.13,34084965.26,0.7662,0.8899,0,0.521,0.4191,0.2418,817241467.96,48073027.53,73161865.66,29587275.85,0.3192,0.946,1.3313,0,69061842.61,6948312.7,45,36,120289263.56,86299583.49,0.8667,45,36,0.0385,-0.1645,2673094.75,0,none
18HYMUR2004P8ZN,20,43351283.69,0,17,2,5,2064346.84,0,0.8889,2,2.83,15,6,0,1,4.71,-0.3333,7564412.21,9942166.33,2377754.1,0.7557,0.8889,0,0.5784,-0.5537,0.2392,71336702.86,4458543.93,6069390.5,2779836.55,0.2509,0.9319,0.8069,0,4400720.62,524098.72,39,41,95790972.26,106194775.75,0.8974,39,41,0.0514,0.0515,2456178.78,0,none
24ZIKTN1214E2ZD,13,447228006.17,16,23,1,3,31944857.58,0,1.0,0,2.89,30,2,0,0,8.52,0.0,104628225.01,143857137.27,39228912.24,0.7273,0.8931,0,0.4925,0.5762,0.2727,915884572.83,50882476.27,66545926.76,31554983.7,0.2211,0.8354,0.7493,0,52011722.75,5285437.38,38,46,98391403.64,116998850.23,0.7895,38,46,0.0507,0.0864,2589247.46,0,none
33XVYSE1948P1ZF,17,13554974.75,13,27,2,2,753054.15,0,1.0,0,3.22,48,2,1,0,11.42,0.0,2748845.19,3512048.34,763203.18,0.748,0.8632,0,0.6799,-0.5026,0.2173,21154188.84,1175232.71,1882040.04,731950.87,0.3257,0.7891,1.0036,0,1341502.88,219565.53,36,27,87591411.14,78710696.52,0.8889,36,27,0.0561,-0.0534,2433094.75,0,none
12BHPVR2011I6ZZ,2,29373518.91,10,11,2,3,9791172.97,0,0.8889,2,11.22,53,9,3,1,18.93,-0.0833,5644471.81,7695854.68,2051382.9,0.7285,0.8909,0,0.5021,-0.0971,0.2666,45530428.85,2845651.8,4266480.4,1473271.76,0.2903,0.9613,1.8245,0,5481133.02,287517.14,49,45,141243670.74,122399792.62,0.9388,49,45,0.0348,-0.0715,2882523.89,0,none
12OBNTH9619M6ZV,25,30918221.66,10,11,2,1,1189162.37,0,0.8889,2,10.78,53,5,3,1,19.93,0.1667,5154140.43,6859740.36,1705599.9,0.7431,0.8782,0,0.6386,-0.0663,0.2486,42191006.83,2636937.93,3920799.59,1562427.41,0.2895,0.9672,0.9118,0,3596381.8,486437.55,38,41,91557033.4,106587070.76,0.8421,38,41,0.0501,0.0759,2409395.62,0,none
17BBSUN1819K3ZZ,19,41757890.53,16,16,2,4,2087894.53,0,1.0,0,3.83,50,4,1,0,11.8,0.0,41524877.46,701476.18,3398227.51,58.9652,69.1905,18,0.5107,1.4835,4.8444,3833284.44,212960.25,302035.62,111090.42,0.339,1.0679,1.6417,0,358826.13,44698.72,37,40,94782080.33,102913022.25,0.8378,37,40,0.0518,0.0411,2561677.85,1,shell_company
16SHVJR9577W1Z4,21,787353923.91,9,15,1,3,35788814.72,0,1.0,0,1.56,13,4,0,0,3.78,0.0,137480771.29,186576201.14,49095429.86,0.7395,0.8903,0,0.743,-0.3759,0.2631,1372377171.18,76243176.18,118091307.26,42950241.72,0.2623,0.8478,0.8398,0,98724195.2,13193446.13,55,32,144358813.09,86595525.32,0.8727,55,32,0.0337,-0.2501,2624705.69,0,none
08SPEQQ8160W2ZM,15,9268700.39,15,7,2,2,579293.77,0,1.0,0,5.11,56,4,1,0,14.0,0.0,1976657.13,2659525.85,682868.73,0.7667,0.8894,0,0.6036,-0.5754,0.2568,16170253.33,898347.41,1271878.04,467333.13,0.3089,0.7002,1.6074,0,1388127.99,160286.38,42,36,107381327.83,91266902.92,0.7857,42,36,0.0465,-0.0811,2556698.28,0,none
07KUXWT0123V8Z7,11,5136971788.18,13,6,0,5,428080982.35,0,0.9444,1,4.11,56,4,1,1,13.18,0.0833,3074505907.22,1500797902.94,0.0,2.0228,2.3315,17,0.5093,1.28,0.0,9556094894.49,562123229.09,727215575.02,269040243.74,0.2685,1.1848,0.8985,0,625204434.23,92286416.25,36,34,90338908.09,92310053.58,0.8889,36,34,0.0552,0.0108,2509414.11,1,fake_itc
11ORWRU2492J4ZT,23,35839436.47,16,10,2,3,1493309.85,0,0.9444,1,13.67,51,9,5,1,17.99,0.0833,5919509.05,8200844.17,2281335.1,0.71,0.8878,0,0.449,0.2678,0.2782,61043956.02,3590820.94,5061007.74,2480083.44,0.2098,1.0395,0.7113,0,3045877.25,433701.65,51,33,110170444.29,81736382.8,0.902,50,33,0.0452,-0.1482,2160204.79,0,none
16JYUHD6398Y3ZS,10,1711264924.09,12,15,0,4,155569538.55,0,0.8889,2,8.11,45,7,3,1,15.09,0.1667,314029024.99,415349762.45,101320737.47,0.7716,0.8834,0,0.565,-0.3963,0.2439,2559595888.32,159974743.02,252138572.05,92808987.04,0.342,0.8835,1.315,0,177387775.83,16364874.24,43,36,151241523.84,132500173.8,0.8837,43,36,0.2779,-0.0661,3517244.74,1,circular_trading
15RTFVH5217H4ZD,8,99866551.5,7,14,1,3,11096283.5,0,0.7222,5,5.78,52,5,1,5,13.68,-0.8333,15092013.29,20437516.89,5345503.6,0.7379,0.8744,0,0.4533,0.1655,0.2616,135965486.64,10458883.59,14391114.28,5478489.25,0.3323,0.8584,1.6268,0,17709586.23,1558063.59,44,37,110336160.67,99570807.27,0.8182,44,37,0.0442,-0.0513,2507640.02,1,missing_returns
11SCUAO9498P4ZS,10,912540110.8,0,10,1,1,82958191.89,0,1.0,0,6.28,59,7,1,0,14.77,0.0,155494885.8,203420807.77,47925921.99,0.7518,0.8806,0,0.5417,-0.4092,0.2356,1605779643.14,89209980.17,132343659.16,48497965.96,0.3135,1.0265,1.0567,0,135362219.08,18953110.44,56,28,147618021.83,68689140.09,0.8929,56,28,0.0336,-0.3649,2636036.1,0,none
21ONSYX1819M8ZL,2,29262169.7,16,20,2,5,9754056.57,0,1.0,0,7.06,38,7,2,0,12.74,0.0,7062069.59,9556392.55,2494322.93,0.7334,0.8625,0,0.5729,-0.0008,0.261,53698326.44,2983240.36,4379849.96,1569280.94,0.3128,0.9024,1.5023,0,4407769.63,237682.91,32,46,77093357.08,111335793.1,0.8438,32,46,0.0645,0.1817,2409167.41,0,none
37ZHZOM9841D6ZK,21,10937555.32,2,29,2,4,497161.61,0,1.0,0,4.39,50,5,1,0,11.85,0.0,2506710.39,3222110.33,715399.94,0.7714,0.8997,0,0.471,0.111,0.222,20308737.03,1128263.17,1621928.56,557045.19,0.2765,0.7141,0.7796,0,1097357.07,123558.91,41,50,92609285.19,125993288.9,0.9024,41,50,0.0495,0.1527,2258763.05,0,none
11UOTEW8850V2ZL,16,13906260.02,3,10,2,3,818015.3,0,0.9444,1,6.72,40,7,2,1,12.97,0.0833,2085536.65,2900783.14,815246.47,0.7386,0.8957,0,0.5586,0.1997,0.281,20609780.64,1212340.04,2002791.36,791101.9,0.3074,1.2622,1.5316,0,2075009.61,90395.59,37,36,98352117.13,92063059.05,0.8378,37,36,0.0497,-0.033,2658165.33,0,none
13GTYHS0660D8ZT,13,926950713.25,8,12,1,6,66210765.23,0,0.9444,1,7.83,58,9,2,1,14.78,-0.1667,1086298340.95,12155007.83,66944974.24,88.9787,109.1152,17,0.6568,1.9336,5.5076,79003585.59,4647269.74,6737514.73,2593499.77,0.3206,0.9384,1.467,0,4955618.65,643164.05,42,27,102475074.77,73543816.5,0.9048,42,27,0.0461,-0.1644,2439882.73,1,shell_company
23URQYJ2944T6Z0,25,33876533.09,4,22,2,4,1302943.58,0,0.9444,1,6.06,39,7,1,1,11.44,-0.1667,6644328.82,9019519.71,2375190.89,0.745,0.8717,0,0.5779,-0.129,0.2633,53426362.13,3142727.18,4789534.35,1725183.75,0.348,0.7233,1.1725,0,4665809.1,568965.09,44,40,102247453.82,87160135.66,0.9318,44,40,0.0472,-0.0797,2323805.77,0,none
27GTWCL7050R9ZM,6,26976393.98,3,24,2,3,3853770.57,0,0.9444,1,5.11,47,4,2,1,14.2,-0.1667,4730911.95,6173918.27,1443006.33,0.7605,0.8762,0,0.5027,0.3813,0.2337,40676219.98,2392718.82,3684813.61,1402622.42,0.3046,0.8477,1.0861,0,2317302.54,514757.81,48,34,126795764.7,89256849.72,0.8958,47,33,0.0544,-0.1737,2641578.43,0,none
22FPCNV4540O5ZB,9,758514258.69,13,21,1,2,75851425.87,0,0.9444,1,9.89,59,5,3,1,19.9,0.0833,123514122.49,167971162.42,44457039.94,0.7385,0.88,0,0.5177,0.5501,0.2647,1215492764.88,71499574.4,105609330.07,45087500.45,0.2712,1.0318,1.032,0,114158309.41,13434026.15,40,36,102304253.85,79431906.87,0.85,40,36,0.0485,-0.1259,2557606.35,0,none
03BIBZY0904Y3Z0,13,46021523.68,10,2,2,3,3287251.69,0,0.6667,6,5.72,50,5,2,6,13.73,-1.0,6973051.42,8971245.37,1998193.94,0.7645,0.894,0,0.4446,0.6147,0.2227,53694820.43,4474568.37,6685185.82,2310173.34,0.2796,1.3015,0.7568,0,6246284.77,533539.04,49,49,122969692.92,116775485.38,0.898,49,48,0.0395,-0.0258,2509585.57,1,missing_returns
13CZWDW1931H1ZB,15,567223072.07,16,12,1,3,35451442.0,0,0.8889,2,1.61,10,5,0,1,3.22,-0.0833,119245545.67,143805469.64,24559923.93,0.8137,0.8995,0,0.6363,0.2522,0.1708,907408187.09,56713011.69,84995591.1,28657680.39,0.3077,0.9304,1.88,0,84473588.3,6524556.64,48,44,121029415.19,104938025.14,0.875,47,44,0.0672,-0.0712,2521446.15,0,none
13VGJHY7184Y1ZP,3,3611661.24,1,12,2,2,902915.31,0,0.9444,1,4.06,60,3,1,1,14.14,0.0833,1779265.77,855863.54,0.0,2.0388,2.3924,17,0.8368,5.5311,0.0,5925321.61,348548.33,522100.42,190399.19,0.3203,1.355,1.3065,0,467323.45,57400.23,52,40,142718435.95,107808333.46,0.8654,52,40,0.0335,-0.1393,2744585.31,1,fake_itc
22SBTKG2805J4ZU,8,8876500.84,0,21,2,5,986277.87,0,1.0,0,1.56,7,5,0,0,2.87,0.0,2013781.32,2760021.71,746240.4,0.7181,0.8595,0,0.5161,-0.0131,0.2704,18297877.19,1016548.73,1326355.46,535665.33,0.2294,0.9869,0.6626,0,1220796.9,113862.66,33,43,71477944.4,98704539.18,0.9394,33,43,0.0683,0.16,2165998.32,0,none
17FHBYW9644L7Z7,23,9162445.18,0,16,2,2,381768.55,0,0.9444,1,5.06,32,5,1,1,10.85,0.0833,5240208.17,6100118.09,644221.12,0.7678,1.3916,1,1.5868,13.3027,0.1056,39514116.24,2324359.78,15427942.29,509828.4,1.6823,11.3873,10.7804,0,17614121.11,139872.17,47,34,158902474.11,94997681.99,0.9787,47,34,0.2417,-0.2517,3380903.7,1,sudden_spike
06TMWHS8959R9ZI,8,17852623.69,13,5,2,5,1983624.85,0,1.0,0,2.33,10,8,0,0,3.45,0.0,3151215.3,4190967.26,1039751.96,0.7383,0.8903,0,0.7439,0.5993,0.2481,29671094.13,1648394.12,2502314.34,915817.82,0.3602,1.0042,1.1132,0,2452252.99,448735.35,42,36,110007278.41,97958574.9,0.881,42,36,0.0452,-0.0579,2619220.91,0,none
37LJNVB3600Z9ZN,7,366316095.28,4,29,1,3,45789511.91,0,0.9444,1,7.06,35,7,1,1,11.49,0.0833,74801368.26,105443781.5,30642413.26,0.7155,0.8969,0,0.3241,0.3005,0.2906,598405181.57,35200304.8,50624378.3,20963321.42,0.2832,0.8992,1.0937,0,50549600.65,2682755.84,41,41,116552808.27,100890295.36,0.9512,41,40,0.0423,-0.072,2842751.42,0,none
