gstin,is_fraud,fraud_type,graph_risk_score,pagerank_score,cycle_risk,in_degree,out_degree,total_received,total_sent,imbalance_risk,clustering_coef,in_circular_ring,in_shell_cluster,graph_predicted_fraud
27GKIHU1685W9ZU,0,none,20.71,22.84,0,39,42,72644021.21,114455119.19,0.0,0.0167,0,,0
12XDSZE5677R8Z0,0,none,21.09,24.36,0,33,40,74521934.41,110212305.83,0.0,0.0126,0,,0
13DRFTE2286J4Z8,1,fake_itc,37.16,28.65,0,31,42,82165739.9,105011014.45,0.0,0.016,0,1.0,0
22TWTOG7726M7Z0,0,none,28.76,49.29,0,42,32,123968856.93,96317532.18,5.74,0.0145,0,,0
20WWLFQ7357G4ZS,0,none,39.86,38.29,0,40,38,92341716.76,87404948.48,1.13,0.0179,0,1.0,0
06TDBHG1804E1ZJ,0,none,41.43,43.53,0,43,42,109471821.35,98675241.07,2.19,0.019,0,1.0,1
32RMOJU3210Q3Z0,1,fake_itc,45.510000000000005,53.01,0,48,27,121796882.05,83940219.55,9.02,0.013,0,1.0,1
11IHYQM5761L8ZP,1,fake_itc,41.379999999999995,42.32,0,46,39,105836476.21,91250392.77,3.2,0.0162,0,1.0,1
29YKOHX8384B5ZM,0,none,37.7,30.79,0,33,35,88195819.04,106880577.58,0.0,0.0136,0,1.0,0
27NABRU8415W7ZE,1,fake_itc,41.620000000000005,44.37,0,44,44,115016260.04,104042806.98,2.11,0.018,0,1.0,1
03BUOOF2364A7ZH,1,sudden_spike,73.81,35.24,100,37,39,90883809.03,95001500.51,0.0,0.0159,1,1.0,1
19BWJNH6629M7ZB,1,circular_trading,46.89,61.5,0,59,40,137416830.02,105431578.34,6.07,0.0181,0,1.0,1
29UOYDR9773A9Z9,0,none,42.34,45.1,0,46,41,111602679.78,91936994.7,4.28,0.0163,0,1.0,1
18OCFTS2981F4ZQ,1,shell_company,34.010000000000005,16.03,0,37,34,65316792.9,83264001.57,0.0,0.0121,0,1.0,0
02WYZLO2007P6ZW,0,none,26.08,44.31,0,40,49,115979729.52,137442673.0,0.0,0.0176,0,,0
03XILQH5533N3ZA,1,missing_returns,44.760000000000005,52.58,0,40,39,114362664.27,86450979.29,6.46,0.011,0,1.0,1
14HJRIM4741U2ZR,1,sudden_spike,34.55,18.2,0,29,35,67780167.39,98088371.54,0.0,0.0164,0,1.0,0
03SXWQV5720I9Z8,0,none,47.92,45.42,0,40,19,108098392.51,46751147.87,26.24,0.0152,0,1.0,1
36UTHMN3568Z3Z6,0,none,24.02,36.09,0,42,45,93548166.77,110286435.76,0.0,0.0219,0,,0
22WDTYB7222V4Z7,1,fake_itc,82.47,68.18,100,44,44,154102316.88,142151884.48,1.68,0.0131,1,1.0,1
02ZISNV8251U7ZX,0,none,39.5,35.8,0,36,37,100348899.8,90439782.75,2.19,0.02,0,1.0,0
17KVIUX0842Q5ZN,1,shell_company,42.19,46.82,0,42,37,113410239.81,103468583.71,1.92,0.0206,0,1.0,1
04RKICR4564H1ZI,0,none,34.54,18.18,0,30,44,64245594.9,117974733.03,0.0,0.0211,0,1.0,0
05BGEYP5076J2ZN,0,none,36.989999999999995,27.96,0,34,43,85903217.64,99549574.44,0.0,0.0161,0,1.0,0
08VPUVE6273O2ZO,0,none,41.14,43.04,0,38,35,101393853.34,94231552.99,1.52,0.0145,0,1.0,1
33XRVPE9585Y2ZF,1,missing_returns,36.879999999999995,27.54,0,31,48,87157314.61,113508616.54,0.0,0.0169,0,1.0,0
01XUQNJ0528Z7ZW,0,none,43.14,48.48,0,43,39,110366466.04,91674414.87,4.08,0.0142,0,1.0,1
37WHWKE7751A7ZN,0,none,39.08,34.02,0,35,35,97520151.87,87492220.17,2.29,0.0137,0,1.0,0
19GWLJH6747P3ZX,0,none,39.43,36.0,0,38,37,99401771.91,91526874.98,1.72,0.0155,0,1.0,0
23KDWDF7915Z6Z9,0,none,39.019999999999996,36.07,0,37,48,96835612.58,118269267.4,0.0,0.0165,0,1.0,0
03VMPCG3679M9ZS,1,fake_itc,42.64,47.05,0,38,41,107780757.64,91695502.99,3.51,0.014,0,1.0,1
01FRUHA5521B6ZP,1,shell_company,36.86,27.44,0,33,39,79852817.32,101123988.47,0.0,0.0117,0,1.0,0
12RKFAS9575S6ZW,1,fake_itc,25.6,42.41,0,38,47,96961361.45,126365424.3,0.0,0.0154,0,,0
13OGKCB2989R5Z2,1,shell_company,43.79,44.33,0,46,33,107692261.38,69825323.02,10.85,0.0161,0,1.0,1
27LLPAD0696H6Z0,0,none,36.870000000000005,27.5,0,29,42,84592121.37,110418547.91,0.0,0.0153,0,1.0,0
08HKTIO1325F4Z5,0,none,43.25,52.98,0,42,44,119759992.04,122749849.54,0.0,0.0181,0,1.0,1
08FGQEC9666Y9ZC,0,none,45.15,54.67,0,48,38,131536733.85,101370889.78,5.95,0.017,0,1.0,1
36OHETN3715N8Z8,1,missing_returns,40.1,38.13,0,30,28,88658154.43,79631134.21,2.27,0.0181,0,1.0,1
06LDNIA6313I3Z9,0,none,26.56,46.24,0,38,47,109879070.26,131386268.68,0.0,0.0146,0,,0
12ELKTJ4459V4ZG,0,none,40.019999999999996,40.06,0,43,39,109676499.4,114839498.73,0.0,0.0166,0,1.0,1
05UTMAK1865K8ZT,0,none,40.239999999999995,40.96,0,37,40,101927344.02,105554274.29,0.0,0.0157,0,1.0,1
23EFGVC7235Z5ZW,0,none,39.71,38.85,0,33,43,100123659.99,117171524.16,0.0,0.0161,0,1.0,0
20FOQEU3647C7ZS,0,none,44.1,51.09,0,45,38,113427891.29,89682431.52,5.3,0.0153,0,1.0,1
29YKPKX0336W5ZZ,1,circular_trading,29.78,54.5,0,43,40,117535002.64,95390176.11,4.64,0.0165,0,,0
19NLEWD2277G3ZZ,0,none,37.29,27.97,0,35,29,87600056.13,82686030.66,1.19,0.0184,0,1.0,0
02AKTCG1683H5Z2,1,circular_trading,36.46,25.83,0,28,52,79165911.79,143147762.77,0.0,0.0149,0,1.0,0
22JXWMW9519R3Z3,0,none,43.2,47.8,0,47,40,114300290.86,91456492.37,5.0,0.0176,0,1.0,1
12MFCIK1057E6ZS,0,none,24.69,38.77,0,45,40,105683112.28,119404350.34,0.0,0.0185,0,,0
27MALHG0345M4ZK,0,none,40.28,41.13,0,44,45,104083117.61,140171051.51,0.0,0.014,0,1.0,1
08NUPSH6521C3ZI,0,none,38.4,33.59,0,33,44,89573039.87,119386653.42,0.0,0.0133,0,1.0,0
23QEABN1127X1ZO,0,none,48.25,67.16,0,50,42,147621503.04,114240307.37,5.84,0.0132,0,1.0,1
10UMJSA0712M2Z8,1,circular_trading,78.09,52.38,100,38,49,123759739.93,131949459.55,0.0,0.0131,1,1.0,1
13VDTGU4704Y2Z7,0,none,34.2,67.81,0,50,37,146163035.66,100889920.49,8.97,0.014,0,,0
11ESTOD4230V4ZH,0,none,30.92,55.09,0,51,37,130895195.49,91582709.15,8.59,0.0179,0,,0
09PKGZP6617H3Z5,0,none,39.5,38.0,0,42,40,96918674.77,104408559.44,0.0,0.0167,0,1.0,0
21BJENC4356L8ZM,0,none,31.95,7.79,0,28,31,51288075.95,70772115.62,0.0,0.0158,0,1.0,0
36BSOOM5534T9ZK,0,none,39.97,39.87,0,38,38,95228372.9,98738731.96,0.0,0.0191,0,1.0,0
18JAQJE0872X2Z8,0,none,46.16,59.04,0,51,40,129100546.53,100856907.55,5.6,0.0127,0,1.0,1
05PIQCN0818G2Z5,0,none,36.989999999999995,27.98,0,33,44,84508761.65,113543151.37,0.0,0.0179,0,1.0,0
22MQPBF7096C8ZD,0,none,27.03,48.12,0,48,53,110061344.31,144654815.25,0.0,0.0168,0,,0
12UBQNT8025D4Z8,0,none,47.29,60.16,0,50,39,143598335.68,99045302.01,9.0,0.0131,0,1.0,1
21YOOTT5674D3ZL,0,none,37.260000000000005,29.03,0,33,42,78852727.04,105306540.32,0.0,0.0183,0,1.0,0
15YXOZV4683H9ZN,0,none,23.99,35.98,0,37,38,88767234.34,90536854.66,0.0,0.0174,0,,0
15LKSZP5933H4ZU,0,none,44.84,53.19,0,42,34,120411344.39,92011896.82,6.17,0.0154,0,1.0,1
37OOYEA3135H5ZT,0,none,25.34,41.38,0,43,49,100107420.17,107943016.17,0.0,0.0142,0,,0
03SUEVR5953X7ZF,0,none,23.11,32.44,0,32,43,89032163.78,91649661.63,0.0,0.0148,0,,0
14YDUTW9660Q1ZU,0,none,46.8,49.12,0,46,27,110386268.24,58009397.64,18.06,0.0194,0,1.0,1
22TKLPN2231C8ZD,0,none,23.5,28.75,0,38,30,92443165.81,73235191.45,5.25,0.0171,0,,0
23DDOMQ1672C5Z1,0,none,40.9,43.61,0,42,44,107582883.38,112685472.71,0.0,0.0164,0,1.0,1
14LJIPA3969O3Z2,0,none,33.489999999999995,13.95,0,31,46,62273908.64,123121990.7,0.0,0.0161,0,1.0,0
24WCBYY8806D5Z2,0,none,38.75,34.99,0,41,41,95455497.24,110900848.41,0.0,0.0132,0,1.0,0
07OTOQZ6639Q1ZQ,1,sudden_spike,27.35,49.4,0,44,48,121713186.05,123025926.56,0.0,0.0167,0,,0
09BRAKH8680U7ZO,0,none,25.63,39.08,0,36,36,107229577.76,91440135.62,3.45,0.0133,0,,0
16WNENL9025K8ZZ,0,none,41.4,40.71,0,42,36,104229822.86,83749841.41,4.89,0.017,0,1.0,1
10GZNVQ8880R5ZO,0,none,37.760000000000005,31.03,0,35,43,87809624.34,115273412.53,0.0,0.0157,0,1.0,0
24JYPQF2199K8Z8,0,none,22.65,30.59,0,37,41,82199506.87,102647621.5,0.0,0.015,0,,0
29FDRXX4976S3ZU,1,fake_itc,47.79,61.87,0,52,39,142586254.71,97415776.37,9.27,0.0175,0,1.0,1
11VDAIZ9378U5ZJ,0,none,47.67,57.9,0,45,33,124379606.71,75871557.9,12.79,0.019,0,1.0,1
20GOGGR3645T8ZX,0,none,38.18,32.73,0,37,43,87282225.18,110644595.23,0.0,0.0177,0,1.0,0
08ATAHK7970O8ZU,0,none,36.4,25.6,0,31,41,80809730.94,102573786.96,0.0,0.0177,0,1.0,0
24VSKYO5670D8Z3,0,none,43.870000000000005,46.57,0,41,35,111313360.91,77036194.7,8.9,0.0119,0,1.0,1
02ONQBH3384N5ZD,0,none,27.22,48.29,0,43,47,117682230.56,114289764.97,0.59,0.0181,0,,0
24NEPXO3304W4Z3,0,none,41.64,46.55,0,39,44,111665586.36,122534795.74,0.0,0.0175,0,1.0,1
29ETCSQ0779T3ZY,1,shell_company,28.05,41.7,0,43,30,105470951.42,69144747.3,10.51,0.0117,0,,0
33RDWES4374U3ZH,0,none,35.489999999999995,21.97,0,29,44,66382193.02,105862513.78,0.0,0.0167,0,1.0,0
15MMUPM2644T1ZP,0,none,22.66,27.98,0,29,31,78101500.5,68982543.74,2.64,0.0141,0,,0
02EBJDA5630D7ZL,0,none,43.980000000000004,54.65,0,51,46,124156819.92,116693396.87,1.28,0.0159,0,1.0,1
20OOZTJ0738C7Z9,0,none,35.94,23.75,0,36,35,80290176.78,82973219.25,0.0,0.0209,0,1.0,0
09IKFFB5950X5Z1,1,missing_returns,41.19,44.7,0,35,42,106773873.76,106429024.25,0.06,0.0133,0,1.0,1
37DONQM1679A2ZB,1,shell_company,42.31,49.24,0,43,46,115064475.7,119990763.31,0.0,0.0125,0,1.0,1
29PKBJU2662C5ZT,1,fake_itc,44.34,50.08,0,46,40,125560494.66,92109860.47,7.26,0.0143,0,1.0,1
11ISQAE3369Z1ZI,0,none,39.379999999999995,37.51,0,36,50,94763906.04,133786444.16,0.0,0.0197,0,1.0,0
36IUKTV2735G6ZW,0,none,23.22,32.87,0,39,46,96754399.41,118063392.63,0.0,0.021,0,,0
21NEPED7387I7ZF,1,fake_itc,71.11,80.72,100,46,35,157401188.56,132776782.58,3.71,0.0157,1,,1
07NEJAF0579E4ZV,0,none,38.120000000000005,32.48,0,36,51,83236328.12,129772492.41,0.0,0.0136,0,1.0,0
05UCZNZ2038D1ZT,1,sudden_spike,49.88,64.29,0,51,37,146200220.83,82966201.87,15.24,0.0155,0,1.0,1
15XCTTA7622J5Z8,0,none,20.22,20.87,0,33,41,73070188.4,117329247.33,0.0,0.017,0,,0
06HAQNF3317J4ZK,0,none,38.97,35.88,0,36,42,97393890.28,107822017.11,0.0,0.0167,0,1.0,0
02DMRCB4155W8ZW,0,none,46.41,54.42,0,46,36,126239827.84,80863027.88,11.22,0.0214,0,1.0,1
29NZTMD8944V8Z4,0,none,35.92,23.69,0,35,42,77354279.07,102650679.37,0.0,0.0226,0,1.0,0
37JEXIW3401P8ZK,0,none,47.43,57.01,0,52,32,139680524.89,85417764.59,12.71,0.0141,0,1.0,1
04KSCOB3452H9ZK,0,none,35.34,21.35,0,32,40,78255711.11,93252862.57,0.0,0.0105,0,1.0,0
19LZOIS1677P2Z3,0,none,48.55,61.23,0,47,33,131799265.94,79954872.39,12.97,0.0161,0,1.0,1
13BCVUJ4608S1ZJ,0,none,41.35,45.4,0,49,43,110708516.61,119811395.86,0.0,0.0144,0,1.0,1
15FRIOX3949L2ZA,0,none,44.6,52.15,0,43,34,123863077.42,94336934.14,6.26,0.014,0,1.0,1
12XZAOZ1204S7ZU,0,none,38.03,32.11,0,41,46,88977467.54,100300178.04,0.0,0.0164,0,1.0,0
06MEJYV1961C1ZJ,1,shell_company,37.769999999999996,31.07,0,38,38,92466388.85,94340480.26,0.0,0.0133,0,1.0,0
05QKLUP4155O7ZW,0,none,23.14,32.55,0,33,44,90882684.96,119936473.32,0.0,0.0159,0,,0
33TSHYO0043S8ZF,0,none,48.0,62.07,0,52,41,137609473.66,92015693.02,9.91,0.0151,0,1.0,1
27HNNPG6666R5ZD,0,none,50.14,69.03,0,54,37,151933264.28,96403626.15,11.52,0.0171,0,1.0,1
36MTKYU2097X5ZD,1,missing_returns,39.53,38.13,0,38,40,100373548.3,102365383.29,0.0,0.0183,0,1.0,0
29TAMDB7262I1ZH,0,none,42.46,43.84,0,37,31,103844438.42,79904965.23,5.99,0.0171,0,1.0,1
29EUGEN0995E8Z0,0,none,42.05,41.09,0,45,36,104073989.01,76769213.64,7.11,0.0139,0,1.0,1
07PVBGV0444Y9ZO,0,none,38.16,31.68,0,41,37,90288892.35,86201662.1,0.95,0.0178,0,1.0,0
17WAYLR9609U6Z1,0,none,40.120000000000005,37.56,0,36,40,98782290.73,86225977.41,2.91,0.0189,0,1.0,1
21PLRGR7569K9ZA,0,none,22.37,27.66,0,32,32,82579265.68,75650462.6,1.83,0.0193,0,,0
22LFHFA0968T2ZH,0,none,28.01,43.35,0,38,34,104325813.28,72770678.42,8.67,0.0164,0,,0
21OZXSG4969I7ZU,0,none,46.03,55.01,0,42,40,119416844.84,82067708.65,9.1,0.0172,0,1.0,1
13KZGVE0923U8ZG,0,none,44.68,56.01,0,47,41,125375394.64,110353389.65,2.72,0.0146,0,1.0,1
04XSCBO2481U1ZC,0,none,40.870000000000005,41.32,0,41,37,105652040.89,95310964.48,2.17,0.017,0,1.0,1
19ASUMK7802M8ZH,1,fake_itc,73.99,92.55,100,55,37,170742236.45,145863159.91,3.41,0.0158,1,,1
21CNYCL7610M4ZT,0,none,38.92,35.7,0,40,46,92895648.69,111861806.25,0.0,0.0137,0,1.0,0
36QTDFS5405J8Z8,0,none,45.32,53.37,0,43,35,121622720.02,87210661.61,7.89,0.0161,0,1.0,1
24BDURL6815C1ZJ,0,none,30.04,38.28,0,39,21,100428683.72,47947598.37,21.89,0.0158,0,,0
02GQAQX8068C2ZH,0,none,47.36,60.96,0,46,42,139488173.08,97974144.08,8.47,0.0158,0,1.0,1
07LVZRI9518Z4ZC,0,none,37.54,29.69,0,38,30,84558488.34,82684589.11,0.45,0.0189,0,1.0,0
14EJEGP1763F1Z5,0,none,40.6,42.41,0,37,43,102557355.42,138274433.63,0.0,0.0123,0,1.0,1
21PHSUM1124H3ZC,0,none,38.19,32.77,0,35,40,92694618.89,102828012.63,0.0,0.0191,0,1.0,0
32UJAGD5037R9ZO,1,missing_returns,38.8,30.45,0,34,28,83623587.14,67587928.32,4.75,0.0199,0,1.0,0
07CDVXM1903G7ZQ,0,none,41.82,46.13,0,46,39,113090451.09,106968919.18,1.14,0.0168,0,1.0,1
04TYEUM1875K7ZM,1,fake_itc,37.39,29.56,0,32,44,83244723.97,96249144.06,0.0,0.0154,0,1.0,0
08TWJFM4819O3ZY,0,none,30.96,56.47,0,50,37,126685808.63,92544295.6,7.38,0.014,0,,0
09FDRBD8413J3ZK,1,shell_company,46.4,58.22,0,47,38,129164464.12,94395767.04,7.37,0.0166,0,1.0,1
07PVHST2358S3ZA,0,none,39.75,36.71,0,34,36,92089478.99,82654320.78,2.28,0.0153,0,1.0,0
17ANMUV4250X7ZN,0,none,24.73,38.93,0,39,45,108916341.17,113161339.12,0.0,0.0152,0,,0
01MHSWT0478M3ZX,1,fake_itc,24.72,38.89,0,41,44,97662854.06,107550381.97,0.0,0.019,0,,0
13XIALH9577C6ZD,1,circular_trading,43.45,51.37,0,43,41,120175120.25,107228955.24,2.41,0.0178,0,1.0,1
12MBJQS5713R2Z4,0,none,36.79,27.18,0,39,28,75356603.15,80965484.89,0.0,0.0104,0,1.0,0
36GRHBI4517V9ZS,1,circular_trading,41.67,46.69,0,46,47,110812276.05,112097355.21,0.0,0.0164,0,1.0,1
29ZWEWC3190F5ZH,0,none,38.07,32.29,0,34,36,85799525.13,95516959.93,0.0,0.019,0,1.0,0
21AKRYM4701A4Z7,0,none,25.11,40.37,0,40,36,98126421.91,97801618.65,0.07,0.0193,0,,0
11MRNOL5837H8ZX,0,none,40.3,41.19,0,47,47,111064220.37,130654037.44,0.0,0.0156,0,1.0,1
15YQENE1797F4ZH,0,none,37.739999999999995,30.96,0,36,46,84294671.13,113383443.9,0.0,0.0205,0,1.0,0
06FSRZD4951A7Z5,0,none,38.16,32.63,0,36,43,87782001.96,94294181.92,0.0,0.0179,0,1.0,0
24ONQHX9796Z8ZV,0,none,28.65,54.36,0,44,48,116672540.68,115201290.46,0.26,0.0174,0,,0
18DAQFJ3615Z5ZM,0,none,38.629999999999995,34.52,0,41,49,97682786.03,119647172.69,0.0,0.0167,0,1.0,0
03ZKMPN0637N6ZY,0,none,39.39,37.57,0,43,48,97286775.48,123294037.21,0.0,0.0161,0,1.0,0
33OFXTK4178X7ZI,0,none,25.99,43.95,0,48,48,108546680.09,135798417.77,0.0,0.0167,0,,0
17ZBYTC4945W3ZM,0,none,40.78,35.23,0,35,33,97408327.98,69816141.2,7.9,0.0189,0,1.0,1
32HPMTF7136U8ZH,0,none,27.57,43.28,0,41,36,109954564.72,81406379.56,7.01,0.0191,0,,0
08ATMZP3442V8ZH,1,fake_itc,39.230000000000004,36.15,0,43,39,100179073.85,96462730.56,0.77,0.0163,0,1.0,0
06PDLSJ0369B5ZS,1,missing_returns,27.06,45.93,0,51,36,111146283.26,99613666.91,2.32,0.0164,0,,0
21ECTOW8636W6ZG,1,fake_itc,75.38,41.51,100,31,45,100489872.51,144933913.97,0.0,0.0144,1,1.0,1
27MIXCE2186Q9Z9,0,none,38.14,32.55,0,38,49,92827269.64,111635279.16,0.0,0.0174,0,1.0,0
05YMIJV8573W5ZB,0,none,40.82,41.8,0,41,42,104842789.9,97556978.55,1.49,0.0156,0,1.0,1
08HFZLT1044G2ZC,0,none,46.6,56.27,0,46,35,129183789.48,85738079.34,10.13,0.017,0,1.0,1
02BRTUX2913C3ZR,0,none,41.739999999999995,46.96,0,40,54,108560018.3,108964395.67,0.0,0.0169,0,1.0,1
20GOCPA2129R1ZG,0,none,37.010000000000005,28.03,0,36,41,75248055.48,104324516.91,0.0,0.0167,0,1.0,0
19ERCVZ4547K2Z3,1,missing_returns,21.79,27.17,0,35,47,82135222.11,141351301.61,0.0,0.0154,0,,0
10OBIDH6394R7ZS,0,none,21.91,27.65,0,30,40,85595003.83,109712406.01,0.0,0.0137,0,,0
16YJARR3561M7ZG,1,shell_company,41.2,44.8,0,39,50,105117949.74,121303005.74,0.0,0.0158,0,1.0,1
20VKGLM7757Z7ZW,0,none,40.5,37.78,0,35,39,96815012.98,79979986.8,4.21,0.0163,0,1.0,1
17HTCGM6100C8ZB,0,none,39.480000000000004,37.47,0,42,38,102011172.52,99751225.72,0.45,0.0172,0,1.0,0
20QTRNM4245R6Z8,1,missing_returns,39.35,34.65,0,37,29,90591429.51,79671129.74,2.74,0.0131,0,1.0,0
04JIJLA5837P7ZI,0,none,37.489999999999995,29.97,0,35,39,88917248.51,97242568.16,0.0,0.0141,0,1.0,0
22MOOMO1025M6ZS,1,sudden_spike,40.739999999999995,42.96,0,41,44,102995455.72,122798326.78,0.0,0.0126,0,1.0,1
12JTAXI0333V4ZP,0,none,39.230000000000004,36.91,0,42,44,88028144.02,103631393.57,0.0,0.0148,0,1.0,0
03WCENA6454A8ZB,0,none,44.78,56.75,0,47,45,128466817.26,114807279.22,2.38,0.0153,0,1.0,1
29MRFMV6129G8ZE,0,none,37.81,31.26,0,36,39,79387339.96,105646373.42,0.0,0.013,0,1.0,0
13UQYSP5255N4ZW,0,none,43.67,50.66,0,47,40,116141573.02,96771935.68,4.0,0.0166,0,1.0,1
14RIKGN6586Q3Z5,0,none,39.82,39.3,0,39,49,99932041.37,125106167.53,0.0,0.0146,0,1.0,0
09YNPTL5653E4ZJ,0,none,38.230000000000004,32.92,0,32,37,92017862.99,96883736.16,0.0,0.0175,0,1.0,0
03QVGHE6221A4ZT,0,none,27.97,46.15,0,43,37,114839295.31,89247326.84,5.74,0.0171,0,,0
36AEDGU6189P1ZD,0,none,40.620000000000005,42.49,0,36,45,101819640.7,117781860.27,0.0,0.0191,0,1.0,1
14XRXKV8255D9Z7,0,none,39.92,39.69,0,33,49,102861567.55,114062571.67,0.0,0.0105,0,1.0,0
27UIPKT2411I8Z0,0,none,25.58,37.33,0,40,35,100878756.85,80795720.21,4.97,0.0179,0,,0
04ILRZW9378A1ZD,0,none,37.519999999999996,30.08,0,37,33,87279451.37,95025778.15,0.0,0.017,0,1.0,0
23JVDWW3939I5ZF,0,none,38.989999999999995,35.97,0,36,46,97859224.58,117180112.55,0.0,0.0164,0,1.0,0
15QWTKA8894N6Z1,0,none,29.31,45.65,0,42,35,115890188.69,73402212.01,11.58,0.0185,0,,0
14PVTLA0667E1ZZ,0,none,44.510000000000005,53.46,0,45,34,117900636.35,95904206.76,4.59,0.018,0,1.0,1
06GSTQD5494X3ZQ,1,shell_company,25.51,41.62,0,45,44,111463775.98,109261002.53,0.4,0.013,0,,0
07CJKJV5005T4ZF,0,none,20.77,23.07,0,30,32,74420551.78,84524785.8,0.0,0.0148,0,,0
13QPDYE5057O8ZH,0,none,41.89,47.56,0,46,41,112174629.96,113133247.46,0.0,0.0186,0,1.0,1
29GTJLF2871F7ZJ,0,none,39.19,34.69,0,41,39,97071278.85,87923622.72,2.08,0.0117,0,1.0,0
37GPQCM8932M7ZQ,1,fake_itc,38.59,31.44,0,34,30,85466275.99,74609523.38,2.91,0.0134,0,1.0,0
08MJPRU7805M5ZZ,0,none,36.06,24.26,0,34,30,71646194.76,77207138.37,0.0,0.0188,0,1.0,0
06GNYWD3511B3Z5,0,none,38.07,32.09,0,34,31,90609058.11,89808777.34,0.18,0.0115,0,1.0,0
36GVYNL1749R8ZD,0,none,40.260000000000005,41.05,0,36,48,99700481.59,127067410.64,0.0,0.0164,0,1.0,1
09EMDXM4954D3ZH,0,none,32.03,60.63,0,52,40,135759888.93,98762124.96,7.49,0.0149,0,,0
06TVORF9071C4Z5,1,fake_itc,26.85,38.19,0,37,22,91498309.99,62689427.23,9.19,0.0169,0,,0
04KPYVD0864I1ZV,0,none,24.63,38.54,0,37,43,103194776.1,130412206.21,0.0,0.0196,0,,0
24ZXUDW8277R7ZF,0,none,39.260000000000005,37.03,0,41,41,95600026.49,103152347.2,0.0,0.0214,0,1.0,0
13CWEUH7614N5ZI,0,none,46.11,60.15,0,48,45,137201752.32,112961037.64,4.29,0.0136,0,1.0,1
16LKGPC4316C1Z6,1,fake_itc,40.18,40.74,0,41,45,100350908.41,115271659.39,0.0,0.0151,0,1.0,1
05YNQCM0839V5ZP,0,none,38.91,35.62,0,38,46,96395977.67,119963640.17,0.0,0.0169,0,1.0,0
37BCLCR5220Q1ZH,1,circular_trading,42.78,47.35,0,46,44,122105732.15,102776386.31,3.76,0.0171,0,1.0,1
03KSIST4839Z3ZN,0,none,20.4,21.23,0,33,26,74413374.88,73081237.29,0.36,0.014,0,,0
22CNADE4689T8ZT,1,sudden_spike,75.27000000000001,41.08,100,34,46,93880359.4,121374936.65,0.0,0.0156,1,1.0,1
29HDACA9826U4Z1,0,none,39.519999999999996,38.08,0,40,38,89896551.57,94524026.96,0.0,0.0157,0,1.0,0
14AEDSZ4852S7ZD,0,none,26.36,42.96,0,41,35,107771420.38,95917157.06,2.47,0.0158,0,,0
14WTPOH4456V8ZO,0,none,42.69,47.15,0,42,37,110652299.58,93737512.39,3.61,0.014,0,1.0,1
03GQXDQ6441X4Z4,1,shell_company,38.989999999999995,35.96,0,34,38,92480918.21,103962376.91,0.0,0.0189,0,1.0,0
22IPVRD2798V6Z4,0,none,22.53,30.12,0,38,41,85494872.9,91697252.12,0.0,0.0136,0,,0
22MEEMU9425A6ZQ,1,circular_trading,41.11,41.69,0,40,34,103041964.54,90550045.58,2.76,0.0174,0,1.0,1
17ABLQD2233B9ZR,0,none,43.83,55.32,0,42,42,120643169.62,123858858.17,0.0,0.0192,0,1.0,1
23BYUZT9768D9ZC,0,none,35.879999999999995,23.54,0,31,48,78069703.45,97852805.96,0.0,0.016,0,1.0,0
37JSSTM8138D4Z2,1,shell_company,24.06,35.9,0,36,40,93159061.28,91574466.33,0.35,0.0168,0,,0
16INCJT3617N4ZI,1,fake_itc,40.15,40.59,0,36,42,98546441.19,102989050.33,0.0,0.0127,0,1.0,1
33NRYLU7503M3Z1,0,none,23.79,35.18,0,32,50,84611850.76,123322983.16,0.0,0.0178,0,,0
05XBQSR5246R5ZU,0,none,22.47,28.66,0,34,35,84448216.98,79553128.05,1.23,0.0175,0,,0
37DKQXQ6438U7ZM,0,none,26.57,46.28,0,38,42,98036821.76,100544256.59,0.0,0.013,0,,0
24TDZHC5571A9ZQ,0,none,25.38,41.51,0,37,45,96354688.39,101460461.38,0.0,0.0142,0,,0
04TVGND7945A8ZV,0,none,37.91,31.63,0,36,36,85958312.97,90748498.11,0.0,0.0172,0,1.0,0
21RVGHR8513X4ZG,0,none,28.55,51.09,0,45,37,113635064.42,98307328.94,3.12,0.019,0,,0
15CSVCB8443Q7Z9,0,none,23.27,33.06,0,42,42,89796133.53,96741957.43,0.0,0.0164,0,,0
21LLYMZ8117E9Z7,0,none,35.86,23.42,0,36,40,82577039.07,92807828.49,0.0,0.0144,0,1.0,0
06YJYPK1501L5ZX,0,none,26.16,42.47,0,41,38,106072745.69,95754045.08,2.16,0.0156,0,,0
29PBXXF8413B7Z4,0,none,42.269999999999996,47.44,0,50,42,118144074.25,109268377.46,1.62,0.016,0,1.0,1
16VVDDQ7617C7ZY,0,none,39.58,38.32,0,40,43,95046696.69,102958572.57,0.0,0.0144,0,1.0,0
36LHCEA6736U9ZF,0,none,43.35,53.39,0,54,51,122902767.97,144968538.07,0.0,0.0141,0,1.0,1
19NTNAR5922W8ZF,0,none,27.09,48.37,0,43,53,116832929.04,117374252.99,0.0,0.0137,0,,0
01IEANJ0952F5ZF,0,none,22.0,26.06,0,35,36,83792398.3,76445836.69,1.92,0.0117,0,,0
20YESHC1829D1ZM,0,none,38.8,32.34,0,42,32,95432958.64,83525967.02,2.85,0.0118,0,1.0,0
27NYHIO0069A5Z9,0,none,41.64,46.54,0,39,50,113213495.89,131711956.78,0.0,0.0157,0,1.0,1
